DB 0 MOTIF	FILTER_LEN10_0
  13.0	0
  14.0	0
  15.0	0
  16.0	0
  17.0	2
  18.0	0
  19.0	0
  20.0	0
  21.0	0
  22.0	0
  23.0	0
  24.0	0
  25.0	0
  26.0	0
  27.0	0
  28.0	0
  29.0	0
  30.0	0
  31.0	0
  32.0	1
  33.0	0
  34.0	0
  35.0	0
  36.0	0
  37.0	0
  38.0	1
  39.0	0
  40.0	0
  41.0	0
  42.0	0
  43.0	0
  44.0	0
  45.0	0
  46.0	0
  47.0	0
  48.0	0
  49.0	0
  50.0	0
  51.0	0
  52.0	0
  53.0	0
  54.0	0
  55.0	0
  56.0	0
  57.0	0
  58.0	0
  59.0	0
  60.0	0
  61.0	0
  62.0	0
  63.0	0
  64.0	0
  65.0	0
  66.0	0
  67.0	0
  68.0	0
  69.0	0
  70.0	0
  71.0	0
  72.0	0
  73.0	0
  74.0	0
  75.0	0
  76.0	0
  77.0	0
  78.0	0
  79.0	0
  80.0	0
  81.0	0
  82.0	0
  83.0	0
  84.0	0
  85.0	0
DB 0 MOTIF	FILTER_LEN10_11
 -85.0	4
 -84.0	5
 -83.0	6
 -82.0	5
 -81.0	5
 -80.0	2
 -79.0	2
 -78.0	7
 -77.0	5
 -76.0	1
 -75.0	4
 -74.0	2
 -73.0	0
 -72.0	3
 -71.0	1
 -70.0	5
 -69.0	4
 -68.0	1
 -67.0	5
 -66.0	3
 -65.0	4
 -64.0	2
 -63.0	3
 -62.0	2
 -61.0	3
 -60.0	7
 -59.0	4
 -58.0	11
 -57.0	6
 -56.0	5
 -55.0	5
 -54.0	6
 -53.0	5
 -52.0	5
 -51.0	4
 -50.0	7
 -49.0	8
 -48.0	7
 -47.0	4
 -46.0	5
 -45.0	1
 -44.0	8
 -43.0	8
 -42.0	5
 -41.0	2
 -40.0	8
 -39.0	5
 -38.0	9
 -37.0	6
 -36.0	4
 -35.0	5
 -34.0	3
 -33.0	6
 -32.0	5
 -31.0	3
 -30.0	2
 -29.0	3
 -28.0	4
 -27.0	1
 -26.0	1
 -25.0	4
 -24.0	2
 -23.0	4
 -22.0	3
 -21.0	1
 -20.0	3
 -19.0	6
 -18.0	2
 -17.0	3
 -16.0	3
 -15.0	2
 -14.0	2
 -13.0	3
 -12.0	0
 -11.0	0
 -10.0	4
  -9.0	3
  -8.0	0
  -7.0	0
  -6.0	1
  -5.0	2
  -4.0	2
  -3.0	1
  -2.0	0
  -1.0	0
   0.0	2
   1.0	1
   2.0	2
   3.0	0
   4.0	0
   5.0	2
   6.0	1
   7.0	2
   8.0	0
   9.0	1
  10.0	3
  11.0	2
  12.0	1
  13.0	1
  14.0	0
  15.0	0
  16.0	0
  17.0	0
  18.0	1
  19.0	0
  20.0	0
  21.0	0
  22.0	0
  23.0	0
  24.0	0
  25.0	0
  26.0	0
  27.0	0
  28.0	0
  29.0	0
  30.0	0
  31.0	0
  32.0	0
  33.0	0
  34.0	0
  35.0	0
  36.0	1
  37.0	1
  38.0	0
  39.0	0
  40.0	0
  41.0	0
  42.0	0
  43.0	0
  44.0	0
  45.0	0
  46.0	0
  47.0	0
  48.0	0
  49.0	1
  50.0	0
  51.0	0
  52.0	0
  53.0	0
  54.0	0
  55.0	0
  56.0	0
  57.0	0
  58.0	0
  59.0	0
  60.0	0
  61.0	0
  62.0	0
  63.0	0
  64.0	0
  65.0	0
  66.0	0
  67.0	0
  68.0	0
  69.0	0
  70.0	0
  71.0	0
  72.0	0
  73.0	0
  74.0	0
  75.0	0
  76.0	0
  77.0	0
  78.0	0
  79.0	0
  80.0	0
  81.0	0
  82.0	0
  83.0	0
  84.0	0
  85.0	0
DB 0 MOTIF	FILTER_LEN10_12
 -85.0	6
 -84.0	6
 -83.0	3
 -82.0	6
 -81.0	4
 -80.0	3
 -79.0	4
 -78.0	5
 -77.0	3
 -76.0	9
 -75.0	4
 -74.0	4
 -73.0	7
 -72.0	3
 -71.0	9
 -70.0	8
 -69.0	5
 -68.0	6
 -67.0	3
 -66.0	3
 -65.0	4
 -64.0	2
 -63.0	3
 -62.0	4
 -61.0	9
 -60.0	14
 -59.0	3
 -58.0	9
 -57.0	6
 -56.0	2
 -55.0	4
 -54.0	5
 -53.0	4
 -52.0	5
 -51.0	6
 -50.0	8
 -49.0	8
 -48.0	3
 -47.0	4
 -46.0	9
 -45.0	7
 -44.0	7
 -43.0	12
 -42.0	14
 -41.0	4
 -40.0	6
 -39.0	10
 -38.0	8
 -37.0	9
 -36.0	7
 -35.0	4
 -34.0	8
 -33.0	8
 -32.0	4
 -31.0	7
 -30.0	6
 -29.0	1
 -28.0	2
 -27.0	6
 -26.0	2
 -25.0	5
 -24.0	11
 -23.0	6
 -22.0	9
 -21.0	4
 -20.0	6
 -19.0	2
 -18.0	2
 -17.0	1
 -16.0	3
 -15.0	3
 -14.0	2
 -13.0	2
 -12.0	4
 -11.0	0
 -10.0	0
  -9.0	4
  -8.0	0
  -7.0	2
  -6.0	2
  -5.0	1
  -4.0	0
  -3.0	2
  -2.0	0
  -1.0	1
   0.0	0
   1.0	0
   2.0	0
   3.0	1
   4.0	0
   5.0	0
   6.0	0
   7.0	0
   8.0	1
   9.0	1
  10.0	0
  11.0	1
  12.0	1
  13.0	0
  14.0	0
  15.0	1
  16.0	0
  17.0	0
  18.0	0
  19.0	0
  20.0	0
  21.0	0
  22.0	0
  23.0	0
  24.0	0
  25.0	0
  26.0	0
  27.0	0
  28.0	0
  29.0	0
  30.0	0
  31.0	0
  32.0	0
  33.0	1
  34.0	1
  35.0	0
  36.0	0
  37.0	0
  38.0	0
  39.0	0
  40.0	0
  41.0	0
  42.0	0
  43.0	0
  44.0	0
  45.0	0
  46.0	0
  47.0	0
  48.0	0
  49.0	0
  50.0	0
  51.0	0
  52.0	0
  53.0	0
  54.0	0
  55.0	0
  56.0	0
  57.0	0
  58.0	0
  59.0	0
  60.0	0
  61.0	0
  62.0	0
  63.0	0
  64.0	0
  65.0	0
  66.0	0
  67.0	0
  68.0	0
  69.0	0
  70.0	0
  71.0	0
  72.0	0
  73.0	0
  74.0	0
  75.0	0
  76.0	0
  77.0	0
  78.0	0
  79.0	0
  80.0	0
  81.0	0
  82.0	0
  83.0	0
  84.0	0
  85.0	0
DB 0 MOTIF	FILTER_LEN10_13
 -85.0	8
 -84.0	3
 -83.0	4
 -82.0	6
 -81.0	4
 -80.0	1
 -79.0	2
 -78.0	6
 -77.0	6
 -76.0	1
 -75.0	4
 -74.0	4
 -73.0	4
 -72.0	1
 -71.0	6
 -70.0	2
 -69.0	5
 -68.0	9
 -67.0	4
 -66.0	2
 -65.0	7
 -64.0	6
 -63.0	10
 -62.0	5
 -61.0	1
 -60.0	7
 -59.0	6
 -58.0	6
 -57.0	8
 -56.0	6
 -55.0	3
 -54.0	8
 -53.0	4
 -52.0	13
 -51.0	10
 -50.0	7
 -49.0	7
 -48.0	6
 -47.0	9
 -46.0	12
 -45.0	7
 -44.0	9
 -43.0	12
 -42.0	5
 -41.0	8
 -40.0	5
 -39.0	11
 -38.0	10.5
 -37.0	5
 -36.0	7
 -35.0	6
 -34.0	4
 -33.0	6
 -32.0	14.5
 -31.0	6
 -30.0	2
 -29.0	8
 -28.0	3
 -27.0	11
 -26.0	4
 -25.0	6
 -24.0	5
 -23.0	8
 -22.0	5
 -21.0	14
 -20.0	3
 -19.0	3
 -18.0	3
 -17.0	8
 -16.0	6
 -15.0	11
 -14.0	6
 -13.0	6
 -12.0	6
 -11.0	4
 -10.0	0
  -9.0	2
  -8.0	5
  -7.0	5
  -6.0	2
  -5.0	5
  -4.0	3
  -3.0	0
  -2.0	3
  -1.0	4
   0.0	1
   1.0	1
   2.0	0
   3.0	1
   4.0	0
   5.0	3
   6.0	0
   7.0	3
   8.0	0
   9.0	1
  10.0	0
  11.0	2
  12.0	2
  13.0	0
  14.0	1
  15.0	0
  16.0	0
  17.0	1
  18.0	1
  19.0	1
  20.0	0
  21.0	0
  22.0	0
  23.0	0
  24.0	0
  25.0	0
  26.0	0
  27.0	0
  28.0	0
  29.0	0
  30.0	0
  31.0	0
  32.0	0
  33.0	0
  34.0	0
  35.0	0
  36.0	0
  37.0	0
  38.0	0
  39.0	0
  40.0	0
  41.0	0
  42.0	0
  43.0	0
  44.0	0
  45.0	0
  46.0	0
  47.0	0
  48.0	0
  49.0	0
  50.0	0
  51.0	0
  52.0	0
  53.0	0
  54.0	0
  55.0	0
  56.0	1
  57.0	0
  58.0	0
  59.0	0
  60.0	0
  61.0	0
  62.0	0
  63.0	0
  64.0	0
  65.0	0
  66.0	0
  67.0	0
  68.0	0
  69.0	0
  70.0	0
  71.0	0
  72.0	0
  73.0	0
  74.0	0
  75.0	0
  76.0	0
  77.0	0
  78.0	0
  79.0	0
  80.0	0
  81.0	0
  82.0	0
  83.0	0
  84.0	0
  85.0	0
DB 0 MOTIF	FILTER_LEN10_14
 -85.0	11
 -84.0	10
 -83.0	10
 -82.0	8
 -81.0	5
 -80.0	5
 -79.0	3
 -78.0	6.5
 -77.0	6
 -76.0	3
 -75.0	7
 -74.0	1
 -73.0	3
 -72.0	3
 -71.0	6
 -70.0	4.5
 -69.0	6
 -68.0	8
 -67.0	1
 -66.0	10
 -65.0	6
 -64.0	4
 -63.0	5
 -62.0	7
 -61.0	3
 -60.0	4
 -59.0	11
 -58.0	8
 -57.0	4
 -56.0	2
 -55.0	3
 -54.0	5
 -53.0	9
 -52.0	6.5
 -51.0	8
 -50.0	7
 -49.0	7
 -48.0	3
 -47.0	8.5
 -46.0	10
 -45.0	5
 -44.0	5
 -43.0	12
 -42.0	11
 -41.0	13
 -40.0	12
 -39.0	12.5
 -38.0	9
 -37.0	16
 -36.0	10
 -35.0	10
 -34.0	6
 -33.0	11
 -32.0	9
 -31.0	7
 -30.0	3
 -29.0	7
 -28.0	4
 -27.0	11
 -26.0	8
 -25.0	9
 -24.0	2
 -23.0	7
 -22.0	4
 -21.0	4
 -20.0	5
 -19.0	10
 -18.0	6
 -17.0	4
 -16.0	4
 -15.0	2
 -14.0	2
 -13.0	4
 -12.0	2.5
 -11.0	2
 -10.0	2
  -9.0	2
  -8.0	1
  -7.0	5
  -6.0	3
  -5.0	4
  -4.0	1
  -3.0	3
  -2.0	0
  -1.0	2
   0.0	1
   1.0	3
   2.0	1
   3.0	0
   4.0	1
   5.0	1
   6.0	1
   7.0	1
   8.0	0
   9.0	1
  10.0	1
  11.0	3
  12.0	1
  13.0	0
  14.0	2
  15.0	2
  16.0	1
  17.0	0
  18.0	0
  19.0	0
  20.0	0
  21.0	0
  22.0	0
  23.0	0
  24.0	0
  25.0	0
  26.0	0
  27.0	0
  28.0	0
  29.0	0
  30.0	0
  31.0	0
  32.0	0
  33.0	0
  34.0	0
  35.0	0
  36.0	0
  37.0	0
  38.0	2
  39.0	0
  40.0	0
  41.0	0
  42.0	0
  43.0	0
  44.0	0
  45.0	0
  46.0	0
  47.0	0
  48.0	0
  49.0	0
  50.0	0
  51.0	0
  52.0	0
  53.0	0
  54.0	1
  55.0	0
  56.0	0
  57.0	0
  58.0	0
  59.0	0
  60.0	0
  61.0	0
  62.0	0
  63.0	0
  64.0	0
  65.0	0
  66.0	0
  67.0	0
  68.0	0
  69.0	0
  70.0	0
  71.0	0
  72.0	0
  73.0	0
  74.0	0
  75.0	0
  76.0	0
  77.0	0
  78.0	0
  79.0	0
  80.0	0
  81.0	0
  82.0	0
  83.0	0
  84.0	0
  85.0	0
DB 0 MOTIF	FILTER_LEN10_15
 -85.0	0
 -84.0	10
 -83.0	9
 -82.0	4
 -81.0	7
 -80.0	11
 -79.0	7
 -78.0	7
 -77.0	1
 -76.0	2
 -75.0	5
 -74.0	7
 -73.0	5
 -72.0	7
 -71.0	12
 -70.0	4
 -69.0	5
 -68.0	5.5
 -67.0	13
 -66.0	5
 -65.0	6
 -64.0	5
 -63.0	5
 -62.0	6
 -61.0	5
 -60.0	12
 -59.0	6
 -58.0	7
 -57.0	6
 -56.0	11
 -55.0	5
 -54.0	13
 -53.0	5
 -52.0	6
 -51.0	3
 -50.0	7
 -49.0	7
 -48.0	6
 -47.0	3
 -46.0	3
 -45.0	9
 -44.0	4
 -43.0	4
 -42.0	1
 -41.0	5
 -40.0	8
 -39.0	3
 -38.0	3
 -37.0	5
 -36.0	8.5
 -35.0	2
 -34.0	5
 -33.0	3
 -32.0	4
 -31.0	6
 -30.0	5
 -29.0	2
 -28.0	6
 -27.0	4
 -26.0	5
 -25.0	2
 -24.0	5.5
 -23.0	6.5
 -22.0	3
 -21.0	6
 -20.0	4
 -19.0	5
 -18.0	1
 -17.0	5
 -16.0	4
 -15.0	6
 -14.0	4
 -13.0	4
 -12.0	8
 -11.0	4
 -10.0	1
  -9.0	1
  -8.0	1
  -7.0	2
  -6.0	1
  -5.0	1
  -4.0	2
  -3.0	0
  -2.0	1
  -1.0	1
   0.0	0
   1.0	1
   2.0	1
   3.0	3
   4.0	0
   5.0	0
   6.0	1
   7.0	0
   8.0	0
   9.0	0
  10.0	1
  11.0	0
  12.0	5
  13.0	1
  14.0	2
  15.0	0
  16.0	0
  17.0	0
  18.0	0
  19.0	0
  20.0	0
  21.0	0
  22.0	0
  23.0	0
  24.0	0
  25.0	0
  26.0	0
  27.0	0
  28.0	0
  29.0	0
  30.0	0
  31.0	0
  32.0	0
  33.0	0
  34.0	0
  35.0	0
  36.0	0
  37.0	0
  38.0	0
  39.0	0
  40.0	1
  41.0	0
  42.0	0
  43.0	0
  44.0	0
  45.0	0
  46.0	0
  47.0	0
  48.0	0
  49.0	0
  50.0	0
  51.0	0
  52.0	0
  53.0	0
  54.0	0
  55.0	0
  56.0	0
  57.0	0
  58.0	0
  59.0	0
  60.0	0
  61.0	0
  62.0	0
  63.0	0
  64.0	0
  65.0	0
  66.0	0
  67.0	0
  68.0	0
  69.0	0
  70.0	0
  71.0	0
  72.0	0
  73.0	0
  74.0	0
  75.0	0
  76.0	0
  77.0	0
  78.0	0
  79.0	0
  80.0	0
  81.0	0
  82.0	0
  83.0	0
  84.0	0
  85.0	0
DB 0 MOTIF	FILTER_LEN10_16
 -85.0	3
 -84.0	1
 -83.0	4.5
 -82.0	4
 -81.0	5
 -80.0	2.5
 -79.0	5
 -78.0	1.5
 -77.0	2
 -76.0	4
 -75.0	6.5
 -74.0	3
 -73.0	2
 -72.0	6
 -71.0	2
 -70.0	9
 -69.0	9
 -68.0	2
 -67.0	1
 -66.0	5
 -65.0	4
 -64.0	2
 -63.0	7
 -62.0	5
 -61.0	4
 -60.0	5
 -59.0	1
 -58.0	6
 -57.0	0
 -56.0	7
 -55.0	6
 -54.0	3
 -53.0	5
 -52.0	3
 -51.0	6
 -50.0	5
 -49.0	4
 -48.0	2
 -47.0	10
 -46.0	6
 -45.0	3
 -44.0	10
 -43.0	3
 -42.0	2
 -41.0	7
 -40.0	7
 -39.0	6
 -38.0	10
 -37.0	4
 -36.0	7
 -35.0	9
 -34.0	9
 -33.0	8
 -32.0	6
 -31.0	9
 -30.0	9
 -29.0	5
 -28.0	4
 -27.0	4
 -26.0	6
 -25.0	6
 -24.0	4
 -23.0	6
 -22.0	3
 -21.0	2
 -20.0	8
 -19.0	4
 -18.0	10
 -17.0	5
 -16.0	10
 -15.0	7
 -14.0	2
 -13.0	2
 -12.0	3
 -11.0	2
 -10.0	1
  -9.0	1
  -8.0	3
  -7.0	1
  -6.0	3
  -5.0	1
  -4.0	1
  -3.0	0
  -2.0	1
  -1.0	2
   0.0	1
   1.0	2
   2.0	0
   3.0	0
   4.0	6
   5.0	1
   6.0	1
   7.0	1
   8.0	0
   9.0	0
  10.0	0
  11.0	1
  12.0	0
  13.0	0
  14.0	0
  15.0	1
  16.0	0
  17.0	1
  18.0	0
  19.0	0
  20.0	0
  21.0	1
  22.0	0
  23.0	0
  24.0	0
  25.0	0
  26.0	0
  27.0	0
  28.0	0
  29.0	0
  30.0	0
  31.0	0
  32.0	0
  33.0	0
  34.0	0
  35.0	0
  36.0	0
  37.0	0
  38.0	0
  39.0	0
  40.0	0
  41.0	0
  42.0	0
  43.0	0
  44.0	0
  45.0	0
  46.0	0
  47.0	0
  48.0	0
  49.0	0
  50.0	0
  51.0	0
  52.0	0
  53.0	0
  54.0	0
  55.0	0
  56.0	0
  57.0	0
  58.0	0
  59.0	0
  60.0	0
  61.0	0
  62.0	0
  63.0	0
  64.0	0
  65.0	0
  66.0	0
  67.0	0
  68.0	0
  69.0	0
  70.0	0
  71.0	0
  72.0	0
  73.0	0
  74.0	0
  75.0	0
  76.0	0
  77.0	0
  78.0	0
  79.0	0
  80.0	0
  81.0	0
  82.0	0
  83.0	0
  84.0	0
  85.0	0
DB 0 MOTIF	FILTER_LEN10_17
 -85.0	20
 -84.0	25
 -83.0	7
 -82.0	8
 -81.0	10
 -80.0	8
 -79.0	16
 -78.0	12
 -77.0	10
 -76.0	6
 -75.0	12
 -74.0	9
 -73.0	14
 -72.0	17
 -71.0	12
 -70.0	13
 -69.0	10
 -68.0	17
 -67.0	9
 -66.0	13
 -65.0	6
 -64.0	13
 -63.0	0
 -62.0	14
 -61.0	16
 -60.0	9
 -59.0	10
 -58.0	15
 -57.0	7
 -56.0	5
 -55.0	12.5
 -54.0	15
 -53.0	8
 -52.0	7
 -51.0	12
 -50.0	14
 -49.0	10
 -48.0	11
 -47.0	13
 -46.0	16
 -45.0	12
 -44.0	8
 -43.0	14
 -42.0	8
 -41.0	12
 -40.0	8
 -39.0	7
 -38.0	6.5
 -37.0	9.5
 -36.0	16
 -35.0	5
 -34.0	9
 -33.0	4
 -32.0	9
 -31.0	6
 -30.0	12
 -29.0	8
 -28.0	8
 -27.0	9
 -26.0	5
 -25.0	5
 -24.0	5
 -23.0	9
 -22.0	3
 -21.0	5
 -20.0	4
 -19.0	3
 -18.0	3
 -17.0	1
 -16.0	5.5
 -15.0	6.5
 -14.0	4
 -13.0	2
 -12.0	2
 -11.0	3
 -10.0	2
  -9.0	0
  -8.0	0
  -7.0	1
  -6.0	2
  -5.0	3
  -4.0	3
  -3.0	0
  -2.0	3
  -1.0	6
   0.0	1
   1.0	2
   2.0	2
   3.0	1
   4.0	0
   5.0	0
   6.0	0
   7.0	1
   8.0	0
   9.0	0
  10.0	0
  11.0	0
  12.0	0
  13.0	1
  14.0	0
  15.0	0
  16.0	0
  17.0	0
  18.0	2
  19.0	1
  20.0	0
  21.0	0
  22.0	0
  23.0	0
  24.0	0
  25.0	0
  26.0	0
  27.0	0
  28.0	0
  29.0	0
  30.0	0
  31.0	0
  32.0	0
  33.0	0.5
  34.0	0
  35.0	0
  36.0	0
  37.0	0
  38.0	0
  39.0	0
  40.0	0
  41.0	0
  42.0	0
  43.0	0
  44.0	0
  45.0	0
  46.0	0
  47.0	0
  48.0	0
  49.0	0
  50.0	0
  51.0	3
  52.0	0
  53.0	0
  54.0	0
  55.0	0
  56.0	0
  57.0	0
  58.0	0
  59.0	0
  60.0	0
  61.0	0
  62.0	0
  63.0	0
  64.0	0
  65.0	0
  66.0	0
  67.0	0
  68.0	0
  69.0	0
  70.0	0
  71.0	0
  72.0	0
  73.0	0
  74.0	0
  75.0	0
  76.0	0
  77.0	0
  78.0	0
  79.0	0
  80.0	0
  81.0	0
  82.0	0
  83.0	0
  84.0	0
  85.0	0
DB 0 MOTIF	FILTER_LEN10_18
 -85.0	8
 -84.0	2
 -83.0	2
 -82.0	1
 -81.0	4
 -80.0	1
 -79.0	3
 -78.0	3
 -77.0	4
 -76.0	3
 -75.0	4
 -74.0	4
 -73.0	5
 -72.0	5
 -71.0	5
 -70.0	5
 -69.0	2
 -68.0	6
 -67.0	3
 -66.0	0
 -65.0	3
 -64.0	2
 -63.0	4
 -62.0	2
 -61.0	3
 -60.0	1
 -59.0	1
 -58.0	1
 -57.0	5
 -56.0	1
 -55.0	1
 -54.0	2
 -53.0	3
 -52.0	4
 -51.0	6
 -50.0	2
 -49.0	7
 -48.0	2
 -47.0	6
 -46.0	6
 -45.0	5
 -44.0	3
 -43.0	8
 -42.0	2
 -41.0	11
 -40.0	4
 -39.0	5
 -38.0	3
 -37.0	6
 -36.0	7
 -35.0	7
 -34.0	3
 -33.0	8
 -32.0	4
 -31.0	3
 -30.0	4
 -29.0	3
 -28.0	4
 -27.0	6
 -26.0	3
 -25.0	7
 -24.0	5
 -23.0	1
 -22.0	4
 -21.0	4
 -20.0	4
 -19.0	3
 -18.0	4
 -17.0	3
 -16.0	0
 -15.0	0
 -14.0	2
 -13.0	2
 -12.0	2
 -11.0	1
 -10.0	1
  -9.0	1
  -8.0	3
  -7.0	1
  -6.0	1
  -5.0	0
  -4.0	2
  -3.0	0
  -2.0	0
  -1.0	4
   0.0	2
   1.0	4
   2.0	0
   3.0	2
   4.0	0
   5.0	0
   6.0	0
   7.0	0
   8.0	0
   9.0	1
  10.0	1
  11.0	1
  12.0	1
  13.0	0
  14.0	1
  15.0	0
  16.0	0
  17.0	1
  18.0	0
  19.0	0
  20.0	0
  21.0	1
  22.0	0
  23.0	0
  24.0	0
  25.0	0
  26.0	0
  27.0	0
  28.0	0
  29.0	0
  30.0	0
  31.0	1
  32.0	0
  33.0	0
  34.0	0
  35.0	0
  36.0	0
  37.0	0
  38.0	0
  39.0	0
  40.0	0
  41.0	0
  42.0	0
  43.0	0
  44.0	0
  45.0	0
  46.0	0
  47.0	0
  48.0	0
  49.0	0
  50.0	0
  51.0	0
  52.0	0
  53.0	0
  54.0	0
  55.0	0
  56.0	0
  57.0	0
  58.0	0
  59.0	0
  60.0	0
  61.0	0
  62.0	0
  63.0	0
  64.0	0
  65.0	0
  66.0	0
  67.0	0
  68.0	0
  69.0	0
  70.0	0
  71.0	0
  72.0	0
  73.0	0
  74.0	0
  75.0	0
  76.0	0
  77.0	0
  78.0	0
  79.0	0
  80.0	0
  81.0	0
  82.0	0
  83.0	0
  84.0	0
  85.0	0
DB 0 MOTIF	FILTER_LEN10_19
 -85.0	8
 -84.0	6.5
 -83.0	7
 -82.0	4
 -81.0	4
 -80.0	5
 -79.0	3
 -78.0	5
 -77.0	4
 -76.0	7
 -75.0	2
 -74.0	2
 -73.0	8
 -72.0	7
 -71.0	9
 -70.0	8
 -69.0	3
 -68.0	9
 -67.0	12
 -66.0	8
 -65.0	6
 -64.0	4
 -63.0	9
 -62.0	3
 -61.0	5
 -60.0	2
 -59.0	4
 -58.0	3
 -57.0	10
 -56.0	12
 -55.0	2
 -54.0	7
 -53.0	1
 -52.0	10
 -51.0	5
 -50.0	11
 -49.0	5
 -48.0	6
 -47.0	8
 -46.0	7
 -45.0	8
 -44.0	5
 -43.0	10
 -42.0	8
 -41.0	20.5
 -40.0	8
 -39.0	12
 -38.0	14
 -37.0	8
 -36.0	10
 -35.0	9
 -34.0	12
 -33.0	10
 -32.0	13
 -31.0	6
 -30.0	4
 -29.0	11
 -28.0	8
 -27.0	12
 -26.0	7
 -25.0	8
 -24.0	8
 -23.0	8
 -22.0	6
 -21.0	11
 -20.0	7.5
 -19.0	12.5
 -18.0	8
 -17.0	9
 -16.0	5
 -15.0	4
 -14.0	5
 -13.0	2
 -12.0	3
 -11.0	1
 -10.0	4
  -9.0	1
  -8.0	2
  -7.0	2
  -6.0	1
  -5.0	1
  -4.0	3
  -3.0	0
  -2.0	1
  -1.0	3
   0.0	2
   1.0	1
   2.0	2
   3.0	1
   4.0	1
   5.0	2
   6.0	2
   7.0	0
   8.0	1
   9.0	1
  10.0	0
  11.0	1
  12.0	1
  13.0	1
  14.0	0
  15.0	0
  16.0	0
  17.0	0
  18.0	1
  19.0	0
  20.0	0
  21.0	0
  22.0	0
  23.0	0
  24.0	0
  25.0	0
  26.0	0
  27.0	0
  28.0	0
  29.0	0
  30.0	0
  31.0	2
  32.0	0
  33.0	0
  34.0	0
  35.0	0
  36.0	0
  37.0	1
  38.0	0
  39.0	0
  40.0	0
  41.0	0
  42.0	0
  43.0	0
  44.0	0
  45.0	0
  46.0	0
  47.0	0
  48.0	0
  49.0	0
  50.0	0
  51.0	1
  52.0	0
  53.0	0
  54.0	0
  55.0	0
  56.0	0
  57.0	0
  58.0	0
  59.0	0
  60.0	0
  61.0	0
  62.0	0
  63.0	0
  64.0	0
  65.0	0
  66.0	0
  67.0	0
  68.0	0
  69.0	0
  70.0	0
  71.0	0
  72.0	0
  73.0	0
  74.0	0
  75.0	0
  76.0	0
  77.0	0
  78.0	0
  79.0	0
  80.0	0
  81.0	0
  82.0	0
  83.0	0
  84.0	0
  85.0	0
DB 0 MOTIF	FILTER_LEN10_20
 -85.0	6
 -84.0	10
 -83.0	3
 -82.0	5
 -81.0	2
 -80.0	11.5
 -79.0	3
 -78.0	5
 -77.0	8
 -76.0	4
 -75.0	7
 -74.0	11
 -73.0	8
 -72.0	4
 -71.0	8
 -70.0	7
 -69.0	3
 -68.0	6
 -67.0	6
 -66.0	6
 -65.0	9
 -64.0	11
 -63.0	11
 -62.0	19
 -61.0	7
 -60.0	8
 -59.0	8
 -58.0	14
 -57.0	5
 -56.0	8
 -55.0	9
 -54.0	8
 -53.0	15
 -52.0	11
 -51.0	14
 -50.0	8
 -49.0	5
 -48.0	14
 -47.0	5
 -46.0	8
 -45.0	9
 -44.0	16.5
 -43.0	8
 -42.0	8
 -41.0	11.3333
 -40.0	11.5
 -39.0	16
 -38.0	9.5
 -37.0	8.33333
 -36.0	11
 -35.0	11
 -34.0	10
 -33.0	6.33333
 -32.0	6.5
 -31.0	5
 -30.0	8
 -29.0	12
 -28.0	16
 -27.0	11
 -26.0	15
 -25.0	13
 -24.0	15.5
 -23.0	5
 -22.0	9
 -21.0	8
 -20.0	13
 -19.0	7
 -18.0	9
 -17.0	3
 -16.0	6
 -15.0	9
 -14.0	4
 -13.0	8
 -12.0	3
 -11.0	7
 -10.0	1
  -9.0	3
  -8.0	2
  -7.0	5
  -6.0	2
  -5.0	1
  -4.0	2
  -3.0	7
  -2.0	1
  -1.0	3
   0.0	0
   1.0	1
   2.0	6
   3.0	2
   4.0	1
   5.0	2
   6.0	1
   7.0	2
   8.0	4
   9.0	2
  10.0	1
  11.0	2
  12.0	2
  13.0	1
  14.0	0
  15.0	1
  16.0	1
  17.0	0
  18.0	1
  19.0	0
  20.0	0
  21.0	0
  22.0	0
  23.0	0
  24.0	1
  25.0	1
  26.0	0
  27.0	0
  28.0	1
  29.0	0
  30.0	1
  31.0	0
  32.0	0
  33.0	0
  34.0	2
  35.0	0
  36.0	0
  37.0	0
  38.0	0
  39.0	0
  40.0	0
  41.0	0
  42.0	0
  43.0	0
  44.0	0
  45.0	0
  46.0	0
  47.0	0
  48.0	0
  49.0	0
  50.0	0
  51.0	0
  52.0	0
  53.0	0
  54.0	0
  55.0	0
  56.0	0
  57.0	0
  58.0	0
  59.0	0
  60.0	0
  61.0	0
  62.0	0
  63.0	0
  64.0	0
  65.0	0
  66.0	0
  67.0	0
  68.0	0
  69.0	0
  70.0	0
  71.0	0
  72.0	0
  73.0	0
  74.0	0
  75.0	0
  76.0	0
  77.0	0
  78.0	0
  79.0	0
  80.0	0
  81.0	0
  82.0	0
  83.0	0
  84.0	0
  85.0	0
DB 0 MOTIF	FILTER_LEN10_21
 -85.0	4
 -84.0	7
 -83.0	5
 -82.0	2
 -81.0	3
 -80.0	2
 -79.0	4
 -78.0	12
 -77.0	11
 -76.0	2.5
 -75.0	4
 -74.0	5
 -73.0	4.5
 -72.0	3.5
 -71.0	10
 -70.0	4
 -69.0	4
 -68.0	4.5
 -67.0	8
 -66.0	9
 -65.0	4
 -64.0	6.5
 -63.0	7
 -62.0	8
 -61.0	9
 -60.0	7
 -59.0	11
 -58.0	13
 -57.0	9
 -56.0	12
 -55.0	7
 -54.0	16
 -53.0	12
 -52.0	8
 -51.0	14
 -50.0	7
 -49.0	12
 -48.0	13
